levelpath,head_huc12,outlet_huc12,trib_no_intersect,headwater_error,outlet_gnis,outlet_reachcode,head_gnis,head_reachcode
90016976,040802020306,040802020306,FALSE,FALSE,1614698,04080202000324, ,04080202000140
90030435,040802020310,040802020310,FALSE,FALSE, ,04080202000390, ,04080202000385
90026920,040802020311,040802020311,FALSE,FALSE, ,04080202000168, ,04080202001029
90016568,040802020502,040802020505,FALSE,FALSE,637135,04080202000100,637135,04080202000082
90028531,040802020504,040802020504,FALSE,FALSE,635341,04080202000637,635341,04080202000182
90020146,040802020506,040802020507,FALSE,FALSE,630756,04080202000602,630756,04080202000589
90015817,040802030101,040802030110,FALSE,FALSE, ,04080203000596,638312,04080203000148
90020821,040802030104,040802030104,FALSE,FALSE,621687,04080203000177,621687,04080203000168
90024348,040802030105,040802030105,FALSE,FALSE,623962,04080203000632, ,04080203000624
90013730,040802030106,040802030109,FALSE,FALSE,633618,04080203000199,633618,04080203000182
90004978,040802030107,040802060204,FALSE,FALSE,637793,04080203000731,636503,04080206000001
90026932,040802030201,040802030201,FALSE,FALSE,629368,04080203000781, ,04080203001858
90028534,040802030203,040802030203,FALSE,FALSE, ,04080203000762, ,04080203000752
90020817,040802030204,040802030204,FALSE,FALSE,1615929,04080203000772,1615929,04080203000205
90014538,040802030301,040802030313,FALSE,FALSE,620425,04080203000086, ,04080203001819
90039467,040802030302,040802030302,FALSE,FALSE, ,04080203000248,630415,04080203000245
90018384,040802030303,040802030310,FALSE,FALSE,638348,04080203000889,638348,04080203000090
90025558,040802030304,040802030304,FALSE,FALSE,630084,04080203000893,630084,04080203000238
90030470,040802030305,040802030306,FALSE,FALSE,635334,04080203000261,635334,04080203000254
90018932,040802030307,040802030311,FALSE,FALSE,620923,04080203000079,620911,04080203000063
90028549,040802030312,040802030312,FALSE,FALSE,634774,04080203000113,634774,04080203000107
90021570,040802030401,040802030401,FALSE,FALSE, ,04080203004287, ,04080203004249
90044392,040802030402,040802030402,FALSE,FALSE,637638,04080201000373,637638,04080201000371
90017430,040802030403,040802030407,FALSE,FALSE, ,04080203001088,639150,04080203000007
90025562,040802030404,040802030405,FALSE,FALSE,1616384,04080203000032,1616384,04080203000020
90013990,040802030408,040802030408,FALSE,FALSE, ,04080203000942,631612,04080203001102
90006449,040802030409,040802030409,FALSE,FALSE,628642,04080203000229, ,04080203000216
90006495,040802040101,040802040513,FALSE,FALSE,638282,04080204000146, ,04080203004250
90014258,040802040102,040802040102,FALSE,FALSE, ,04080204000268,628836,04080204000257
90044601,040802040104,040802040104,FALSE,FALSE, ,04080204000697, ,04080204000694
90013734,040802040201,040802040208,FALSE,FALSE, ,04080204001064,633509,04080204000147
90026957,040802040203,040802040203,FALSE,FALSE,628970,04080204000283,628970,04080204000275
90021576,040802040205,040802040206,FALSE,FALSE,637918,04080204000886,638670,04080204000299
90025570,040802040301,040802040304,FALSE,FALSE, ,04080204000528,1616078,04080204000310
90013009,040802040302,040802040307,FALSE,FALSE,1614477,04080204000082,1614477,04080204000060
90015824,040802040303,040802040306,FALSE,FALSE, ,04080204000587,1614808,04080204000083
90024361,040802040402,040802040402,FALSE,FALSE, ,04080204000122, ,04080204001873
90012772,040802040404,040802040408,FALSE,FALSE,629488,04080204000192,629488,04080204000098
90032850,040802040406,040802040406,FALSE,FALSE, ,04080204000628,621488,04080204000193
90020831,040802040407,040802040407,FALSE,FALSE, ,04080204000650, ,04080204001923
90030500,040802040503,040802040503,FALSE,FALSE,621926,04080204000209,621926,04080204000204
90013992,040802040505,040802040512,FALSE,FALSE,632507,04080204000036,632507,04080204000003
90032823,040802040508,040802040508,FALSE,FALSE, ,04080203000813, ,04080203000806
90023311,040802040510,040802040510,FALSE,FALSE,634996,04080204000297,634996,04080204000291
90039531,040802040511,040802040511,FALSE,FALSE,637917,04080204001009,637917,04080204000995
90006541,040802050101,040802050306,FALSE,FALSE,638276,04080205000621,622854,04080205001118
90024372,040802050302,040802050302,FALSE,FALSE, ,04080205000019,634669,04080205000010
90015150,040802050108,040802050109,FALSE,FALSE,633494,04080205000813,633494,04080205000177
90018398,040802050107,040802050107,FALSE,FALSE,638349,04080205000790,638349,04080205000261
90016192,040802050201,040802050204,FALSE,FALSE,633545,04080205000506,1616301,04080205000071
90016992,040802050203,040802050203,FALSE,FALSE, ,04080205000472,638324,04080205000983
90018394,040802050206,040802050206,FALSE,FALSE,634753,04080205000065,639003,04080205000051
90024373,040802050301,040802050301,FALSE,FALSE, ,04080205000035,626945,04080205000026
90025585,040802050304,040802050304,FALSE,FALSE,624406,04080205000217,624406,04080205000207
90018883,040802060101,040802060103,FALSE,FALSE,623138,04080206000016,623138,04080206000009
90030290,040802060102,040802060102,FALSE,FALSE,629398,04080206000196,621659,04080206000087
90018681,040802060202,040802060202,FALSE,FALSE, ,04080206000153, ,04080206000723
90017852,040802060203,040802060203,FALSE,FALSE,625030,04080206000020,625030,04080206000017
90087763,040900010103,040900010103,FALSE,FALSE, ,04090001001112, ,04090001001112
90021492,041000020101,041000020101,FALSE,FALSE, ,04100002000146,626961,04100002000134
90006317,041000020102,041000020410,FALSE,FALSE,635963,04100002000524,635963,04100002000755
90039125,041000020106,041000020106,FALSE,FALSE, ,04100002000150,629073,04100002001332
90023210,041000020107,041000020107,FALSE,FALSE, ,04100002000228, ,04100002001345
90016948,041000020202,041000020206,FALSE,FALSE,638307,04100002000177,638307,04100002000151
90039107,041000020201,041000020201,FALSE,FALSE,628022,04100002000580,628022,04100002000579
90019455,041000020204,041000020204,FALSE,FALSE,1616687,04100002000167,1616687,04100002000155
90044051,041000020203,041000020203,FALSE,FALSE,621494,04100002000216,621494,04100002000215
90020756,041000020301,041000020304,FALSE,FALSE,620824,04100002000199,620824,04100002000191
90018879,041000020302,041000020306,FALSE,FALSE, ,04100002000190, ,04100002000178
90035463,041000020303,041000020303,FALSE,FALSE, ,04100002000770, ,04100002000620
90011452,041000020401,041000020409,FALSE,FALSE, ,04100002000682,637120,04100002000004
90016153,041000020404,041000020408,FALSE,FALSE,631305,04100002000418,631305,04100002000038
90024252,041000020405,041000020405,FALSE,FALSE,638296,04100002000435,638296,04100002000065
90032606,041000020406,041000020406,FALSE,FALSE,620877,04100002000206,620877,04100002000202
90023207,041000020407,041000020407,FALSE,FALSE, ,04100002000392,633523,04100002000041
630037463,120500010106,120500010106,FALSE,FALSE,897712,12050001000127,897712,12050001000062
760053787,140500010105,140500010105,FALSE,FALSE,197600,14050001000852,197600,14050001000852
760027064,140500010105,140500010105,FALSE,FALSE,173399,14050001001179,173399,14050001001193
510046588,071402040905,071402040905,FALSE,FALSE,426317,07140204002204, ,07140204002266
840004968,090202010101,090202010103,FALSE,FALSE, ,09020201000501, ,09020201000086
840002286,090202010201,090202010706,FALSE,FALSE,1035869,09020201000085, ,09020201000402
840006486,090202010202,090202010202,FALSE,FALSE, ,09020201000074, ,09020201000473
840015224,090202010204,090202010204,FALSE,FALSE, ,09020201000491, ,09020201000486
840007583,090202010206,090202010206,FALSE,FALSE, ,09020201000459, ,09020201000452
840005310,090202010301,090202010307,FALSE,FALSE, ,09020201000116, ,09020201000104
840008583,090202010303,090202010303,FALSE,FALSE, ,09020201000450, ,09020201000443
840007575,090202010305,090202010306,FALSE,FALSE, ,09020201000431, ,09020201000695
840003688,090202010401,090202010404,FALSE,FALSE, ,09020201000056, ,09020201029262
840004195,090202010403,090202010403,FALSE,FALSE, ,09020201000152, ,09020201000411
840003451,090202010601,090202010607,FALSE,FALSE, ,09020201000566, ,09020201000526
840017799,090202010605,090202010605,FALSE,FALSE, ,09020201000541, ,09020201000540
840009222,090202010604,090202010604,FALSE,FALSE, ,09020201000661, ,09020201000539
630046056,121102010003,121102010003,FALSE,FALSE,1339151,12110201000032,1339151,12110201000032
270012224,030701021206,030701021206,FALSE,FALSE,321367,03070102000054,321367,03070102000037
270021249,030701010605,030701010605,FALSE,FALSE,329521,03070101000471,329521,03070101000466
270025225,030701010303,030701010303,FALSE,FALSE,354501,03070101000965,354501,03070101000962
270011985,030701010104,030701010105,FALSE,FALSE,324808,03070101000393,324808,03070101000371
270009609,030701010201,030701010205,FALSE,FALSE,322845,03070101000424,319136,03070101000394
270014615,030701010203,030701010203,FALSE,FALSE,317128,03070101002622,317128,03070101000425
270014614,030701010301,030701010301,FALSE,FALSE,311028,03070101000989,311028,03070101000981
270012788,030701010304,030701010305,FALSE,FALSE,354454,03070101003431,354454,03070101000454
270012502,030701010306,030701010306,FALSE,FALSE,317968,03070101003428,317968,03070101000450
270007628,030701010401,030701010505,FALSE,FALSE,319660,03070101003331,319660,03070101000061
270017031,030701010403,030701010403,FALSE,FALSE,312279,03070101002353,312279,03070101000282
270014185,030701010405,030701010405,FALSE,FALSE,355412,03070101000305,355412,03070101001129
270011737,030701010502,030701010504,FALSE,FALSE,356517,03070101000281,356517,03070101000260
270014611,030701010602,030701010603,FALSE,FALSE,327107,03070101002239,327107,03070101000228
270022983,030701010604,030701010604,FALSE,FALSE,327793,03070101000227,327793,03070101000222
270013804,030701010702,030701010703,FALSE,FALSE,327827,03070101000212,327827,03070101000032
270018771,030701010704,030701010704,FALSE,FALSE,328551,03070101002744,328551,03070101000472
270019890,030701010705,030701010705,FALSE,FALSE,330033,03070101000199,330033,03070101000192
270006484,030701010801,030701011007,FALSE,FALSE,354377,03070101000567,354377,03070101000481
270015645,030701010803,030701010803,FALSE,FALSE,310350,03070101001282,310350,03070101000541
270008653,030701010901,030701010903,FALSE,FALSE,356167,03070101000666,356167,03070101000626
270008182,030701010904,030701010907,FALSE,FALSE,327122,03070101000625,327122,03070101000597
270018782,030701011002,030701011002,FALSE,FALSE,321692,03070101002791,321692,03070101001055
270010888,030701011003,030701011004,FALSE,FALSE,328292,03070101000596,328292,03070101000576
270010095,030701011101,030701011105,FALSE,FALSE,329427,03070101000191,329427,03070101003348
270013796,030701011102,030701011103,FALSE,FALSE,354517,03070101003107,354517,03070101000153
270011487,030701011201,030701011205,FALSE,FALSE,354515,03070101003180, ,03070101017585
270017812,030701011202,030701011202,FALSE,FALSE,325239,03070101000131,325239,03070101000123
270016999,030701011203,030701011203,FALSE,FALSE, ,03070101003233,317491,03070101000132
270016276,030701011204,030701011204,FALSE,FALSE,314288,03070101003250,314288,03070101000002
270011725,030701011301,030701011303,FALSE,FALSE,329057,03070101000684,329882,03070101003409
270012496,030701011302,030701011302,FALSE,FALSE,328580,03070101002109,328580,03070101001024
270015634,030701011305,030701011305,FALSE,FALSE,328161,03070101002025,328508,03070101003355
270007195,030701011401,030701011707,FALSE,FALSE,356366,03070101000832, ,03070101017674
270015641,030701011403,030701011403,FALSE,FALSE,327912,03070101001075,327912,03070101001065
270009606,030701011405,030701011408,FALSE,FALSE,321328,03070101001197,327113,03070101000761
270017005,030701011407,030701011407,FALSE,FALSE,328555,03070101001147,328555,03070101001142
270013422,030701011501,030701011501,FALSE,FALSE,327943,03070101000756, ,03070101017689
270008102,030701011601,030701011607,FALSE,FALSE,328957,03070101000885, ,03070101017619
270017002,030701011602,030701011602,FALSE,FALSE,320764,03070101001550,320764,03070101000865
270015085,030701011604,030701011604,FALSE,FALSE,329154,03070101001611,329682,03070101000886
270018756,030701011606,030701011606,FALSE,FALSE,329051,03070101000901,330329,03070101000895
270009198,030701011701,030701011706,FALSE,FALSE,355048,03070101000935, ,03070101017659
270016994,030701011703,030701011703,FALSE,FALSE,328178,03070101000951,328178,03070101000943
270012489,030701011801,030701011801,FALSE,FALSE,327560,03070101001988, ,03070101017604
270011726,030701011802,030701011803,FALSE,FALSE,329519,03070101000733,329519,03070101017617
270010540,030701020102,030701020103,FALSE,FALSE,355804,03070102000410,355804,03070102000379
270012486,030701020104,030701020104,FALSE,FALSE,354962,03070102000431,354962,03070102000417
270010565,030701020201,030701020202,FALSE,FALSE,324259,03070102000362, ,03070102014211
270012763,030701020204,030701020207,FALSE,FALSE,311475,03070102000451,311475,03070102000432
270019807,030701020203,030701020203,FALSE,FALSE,316956,03070102001694,316956,03070102003448
270007815,030701020301,030701020407,FALSE,FALSE,311994,03070102000285,311994,03070102002579
270015632,030701020303,030701020303,FALSE,FALSE,318201,03070102000297,316975,03070102000287
270011966,030701020401,030701020403,FALSE,FALSE,316335,03070102000242,316335,03070102000211
270018743,030701020402,030701020402,FALSE,FALSE,321695,03070102001963,321695,03070102000922
270015073,030701020404,030701020404,FALSE,FALSE,316591,03070102000200,316591,03070102000187
270019827,030701020406,030701020406,FALSE,FALSE,317187,03070102000180,317187,03070102000174
270007814,030701020501,030701020506,FALSE,FALSE,327502,03070102000502,327502,03070102000452
270012483,030701020504,030701020504,FALSE,FALSE,323067,03070102001658,316995,03070102000508
270008176,030701020601,030701020705,FALSE,FALSE,311407,03070102000585,311407,03070102000526
270016250,030701020704,030701020704,FALSE,FALSE,323281,03070102001570,323281,03070102000622
270017776,030701020604,030701020604,FALSE,FALSE,312716,03070102000563,312716,03070102000555
270012766,030701020605,030701020605,FALSE,FALSE,321067,03070102000602,321067,03070102000586
270015065,030701020703,030701020703,FALSE,FALSE,312457,03070102000621,312457,03070102000603
270025076,030701020702,030701020702,FALSE,FALSE,317635,03070102000608,317635,03070102000604
270022871,030701020802,030701020802,FALSE,FALSE,313409,03070102000157,313409,03070102000153
270015070,030701020803,030701020803,FALSE,FALSE,354899,03070102000150,354899,03070102000137
270016975,030701020804,030701020804,FALSE,FALSE,313672,03070102000634,313672,03070102000631
270013415,030701020805,030701020805,FALSE,FALSE,321815,03070102000643,321815,03070102000635
270013077,030701020901,030701020902,FALSE,FALSE,311361,03070102000130,311361,03070102000107
270014158,030701020903,030701020903,FALSE,FALSE, ,03070102000658,315822,03070102000644
270013067,030701020904,030701020905,FALSE,FALSE,321216,03070102000097,321216,03070102000085
270010383,030701021001,030701021006,FALSE,FALSE,321813,03070102001122,321813,03070102000709
270021136,030701021004,030701021004,FALSE,FALSE,311983,03070102000739,311983,03070102000733
270015615,030701021002,030701021002,FALSE,FALSE,313142,03070102000732,313142,03070102000723
270007391,030701021101,030701021105,FALSE,FALSE,324378,03070102000708,324378,03070102002590
270017766,030701021202,030701021202,FALSE,FALSE,314178,03070102000834,314178,03070102000830
270011057,030701021203,030701021203,FALSE,FALSE,318035,03070102000080,318035,03070102002362
270017765,030701021205,030701021205,FALSE,FALSE,325228,03070102000760,325228,03070102000755
270016961,030701021301,030701021301,FALSE,FALSE,317053,03070102002425,313241,03070102002413
270018698,030701021302,030701021302,FALSE,FALSE,310937,03070102000030,310937,03070102000023
270017764,030701021303,030701021303,FALSE,FALSE,314177,03070102002464,314177,03070102002459
270004162,030701021304,030701021305,FALSE,FALSE,319889,03070102000792,356442,03070102000761
270019794,030701021402,030701021402,FALSE,FALSE,317424,03070102000825,317424,03070102000009
270022827,030701021404,030701021404,FALSE,FALSE, ,03070102001202, ,03070102000822
270003673,030701030101,030701060504,FALSE,FALSE,356546,03070103000418,354294,03070106002255
270016092,030701040102,030701040102,FALSE,FALSE,322500,03070104000251,322500,03070104000239
270020866,030701030106,030701030106,FALSE,FALSE,325959,03070103000386,325959,03070103000381
270019601,030701030104,030701030104,FALSE,FALSE,326079,03070103002194,326079,03070103001124
270012714,030701030201,030701030204,FALSE,FALSE,311356,03070103000437,311356,03070103003152
270013353,030701030202,030701030203,FALSE,FALSE,321997,03070103001107,316999,03070103000878
270006803,030701030301,030701030503,FALSE,FALSE,326124,03070103000329,326124,03070103018514
270016136,030701030501,030701030501,FALSE,FALSE,314964,03070103000250,314964,03070103000243
270017619,030701030304,030701030304,FALSE,FALSE,316010,03070103000346,316010,03070103000342
270016830,030701030305,030701030305,FALSE,FALSE,316506,03070103003076,323839,03070103000330
270019606,030701030303,030701030303,FALSE,FALSE,310990,03070103000341,310990,03070103000336
270014969,030701030306,030701030306,FALSE,FALSE,326089,03070103000352,326089,03070103000347
270010358,030701030402,030701030404,FALSE,FALSE,311387,03070103000295,311387,03070103000255
270017627,030701030403,030701030403,FALSE,FALSE,317081,03070103002387,317081,03070103000257
270012706,030701030601,030701030602,FALSE,FALSE,324807,03070103000472,324807,03070103000454
270013715,030701030604,030701030604,FALSE,FALSE,323187,03070103002160,323187,03070103000356
270006802,030701030701,030701030804,FALSE,FALSE,354275,03070103000186,354275,03070103018505
270017621,030701030708,030701030708,FALSE,FALSE,313001,03070103000225,313001,03070103000216
270013356,030701030706,030701030706,FALSE,FALSE,311383,03070103000214,311383,03070103000197
270014505,030701030703,030701030703,FALSE,FALSE,310887,03070103000196,310887,03070103000187
270014491,030701030803,030701030803,FALSE,FALSE,313768,03070103002740,310930,03070103000111
270011224,030701030901,030701030902,FALSE,FALSE,356601,03070103000494,356601,03070103018512
270012427,030701031001,030701031001,FALSE,FALSE,330399,03070103000508,330399,03070103000495
270015492,030701031002,030701031002,FALSE,FALSE,328119,03070103000108,328119,03070103000100
270011023,030701031004,030701031005,FALSE,FALSE,354726,03070103000530,354726,03070103000509
270007112,030701031101,030701031204,FALSE,FALSE,356596,03070103000612,356596,03070103003133
270010672,030701031104,030701031104,FALSE,FALSE,312145,03070103000638,312145,03070103000613
270015482,030701031103,030701031103,FALSE,FALSE,315895,03070103000591,315895,03070103000580
270012169,030701031105,030701031105,FALSE,FALSE,311959,03070103000926, ,03070103018387
270011024,030701031201,030701031202,FALSE,FALSE,313854,03070103000672,317225,03070103000655
270016119,030701031203,030701031203,FALSE,FALSE,321820,03070103001104,321820,03070103001096
270011022,030701031301,030701031304,FALSE,FALSE,355774,03070103000067,355774,03070103000046
270013710,030701031303,030701031303,FALSE,FALSE,327941,03070103002900,328546,03070103000068
270013708,030701031305,030701031305,FALSE,FALSE,327624,03070103000709, ,03070103000699
270011432,030701031306,030701031306,FALSE,FALSE,329544,03070103000698,329544,03070103000682
270007124,030701031401,030701031406,FALSE,FALSE,324203,03070103000769,324203,03070103005053
270011018,030701031403,030701031404,FALSE,FALSE,317224,03070103000797,317224,03070103000770
270007611,030701031501,030701031506,FALSE,FALSE, ,03070103003067,355638,03070103000798
270011904,030701031603,030701031604,FALSE,FALSE,330148,03070103002966,330148,03070103000018
270011901,030701040103,030701040103,FALSE,FALSE,314180,03070104000234,314180,03070104000218
270012693,030701040104,030701040104,FALSE,FALSE,322588,03070104000215,322588,03070104000187
270011214,030701040106,030701040106,FALSE,FALSE,315224,03070104000181,322832,03070104000149
270014937,030701040105,030701040105,FALSE,FALSE,356547,03070104000162,356547,03070104000151
270008311,030701040201,030701040207,FALSE,FALSE,354720,03070104002017,354720,03070104000252
270016078,030701040203,030701040203,FALSE,FALSE,314179,03070104001403,314179,03070104000342
270008992,030701040205,030701040206,FALSE,FALSE,318536,03070104001311,318536,03070104000259
270014932,030701040301,030701040301,FALSE,FALSE,316270,03070104000143,316270,03070104000137
270011424,030701040302,030701040302,FALSE,FALSE,316882,03070104001651,316882,03070104000116
270010201,030701040401,030701040405,FALSE,FALSE,354713,03070104000393,354713,03070104000363
270014472,030701040403,030701040403,FALSE,FALSE,323274,03070104000528,323274,03070104000516
270013329,030701040404,030701040404,FALSE,FALSE,312462,03070104000411,312462,03070104000398
270013327,030701040501,030701040501,FALSE,FALSE,311568,03070104000431,311568,03070104000412
270011213,030701040502,030701040502,FALSE,FALSE,354249,03070104000111,354249,03070104000097
270014054,030701040504,030701040504,FALSE,FALSE,312455,03070104000442,312455,03070104000432
270014218,030701040505,030701040505,FALSE,FALSE,355862,03070104001975, ,03070104015072
270015459,030701040506,030701040506,FALSE,FALSE,313139,03070104000086,313139,03070104002923
270013324,030701040601,030701040601,FALSE,FALSE,323277,03070104000485,323277,03070104000469
270011012,030701040602,030701040602,FALSE,FALSE,315737,03070104000468,315737,03070104000447
270010200,030701040701,030701040703,FALSE,FALSE,315688,03070104000031,315688,03070104000006
270012684,030701040801,030701040801,FALSE,FALSE,320116,03070104000501,320116,03070104000486
270011654,030701040803,030701040803,FALSE,FALSE,323711,03070104000515,323711,03070104000502
270006624,030701050101,030701050403,FALSE,FALSE,314980,03070105000167,356363,03070105000881
270007550,030701050201,030701050206,FALSE,FALSE,310482,03070105000085,310482,03070105000002
270012682,030701050203,030701050203,FALSE,FALSE,316870,03070105000863,316870,03070105000048
270008230,030701050301,030701050304,FALSE,FALSE,323719,03070105000231,323719,03070105000184
270010501,030701050302,030701050303,FALSE,FALSE,324423,03070105000257,324423,03070105000232
270013259,030701060102,030701060102,FALSE,FALSE,318278,03070106000189,318278,03070106000173
270020507,030701060103,030701060103,FALSE,FALSE,312024,03070106000261,312024,03070106000258
270009248,030701060104,030701060105,FALSE,FALSE,355206,03070106001650,355206,03070106000119
270018286,030701060201,030701060201,FALSE,FALSE,311060,03070106000250,311060,03070106000248
270013611,030701060202,030701060203,FALSE,FALSE,323994,03070106001511,323994,03070106000194
270020505,030701060301,030701060301,FALSE,FALSE,355816,03070106000272,355816,03070106000268
270012631,030701060302,030701060302,FALSE,FALSE,324902,03070106001729,324902,03070106000303
270004005,030701060303,030701060305,FALSE,FALSE,354503,03070106001779,354503,03070106002393
270013264,030701060304,030701060304,FALSE,FALSE,355115,03070106001815, ,03070106001792
270013617,030701060306,030701060306,FALSE,FALSE,317074,03070106000295,317074,03070106000282
270011852,030701060307,030701060307,FALSE,FALSE,356051,03070106001294,356051,03070106000279
270003808,030701060401,030701060402,FALSE,FALSE,317144,03070106002095,356462,03070106002347
270011174,030701060403,030701060404,FALSE,FALSE,313514,03070106002001,313514,03070106000043
270005784,030701070101,030701070506,FALSE,FALSE,319929,03070107000554,319929,03070106010081
270012929,030701070103,030701070104,FALSE,FALSE,311353,03070107000309,311353,03070107000289
270014376,030701070106,030701070106,FALSE,FALSE,319236,03070107000270,319236,03070107000257
270007538,030701070201,030701070206,FALSE,FALSE,317136,03070107000205,317136,03070107000122
270010970,030701070301,030701070301,FALSE,FALSE,325596,03070107000121,325596,03070107000869
270012360,030701070303,030701070303,FALSE,FALSE,315991,03070107000097,315991,03070107000082
270007420,030701070401,030701070405,FALSE,FALSE,320355,03070107000419,320355,03070107000353
270009907,030701070403,030701070403,FALSE,FALSE,324170,03070107000453,324170,03070107000420
270010791,030701070404,030701070404,FALSE,FALSE,323846,03070107000480,323846,03070107000454
270012922,030701070501,030701070501,FALSE,FALSE,311743,03070107000038,311743,03070107000024
270009440,030701070503,030701070504,FALSE,FALSE,321811,03070107000523,321811,03070107000481
270013599,030701070505,030701070505,FALSE,FALSE,324081,03070107000019,324081,03070107000004
630005749,120401010101,120401040704,FALSE,FALSE,1383208,12040101000097,1381004,12040104000857
630017700,120401010102,120401010102,FALSE,FALSE,1382260,12040101001305,1382260,12040101000072
630011513,120401010103,120401010103,FALSE,FALSE,1383212,12040101000118,1383212,12040101000098
630011813,120401010201,120401010201,FALSE,FALSE,1381829,12040101000042, ,12040101011575
630011811,120401010203,120401010203,FALSE,FALSE,1381583,12040101000135, ,12040101011565
630008596,120401010301,120401010308,FALSE,FALSE,1383120,12040101000175,1383120,12040101000136
630017690,120401010302,120401010302,FALSE,FALSE,1381904,12040101000220,1381904,12040101000643
630021627,120401010304,120401010304,FALSE,FALSE,1382164,12040101000231,1382164,12040101000226
630015319,120401010305,120401010305,FALSE,FALSE,1383056,12040101000187,1383056,12040101000176
630021624,120401010403,120401010403,FALSE,FALSE,1383086,12040101000279,1333762,12040101000009
630008686,120401020101,120401020107,FALSE,FALSE,1375021,12040102000060,1373324,12040102000034
630018699,120401020102,120401020102,FALSE,FALSE,1374623,12040102000237,1374623,12040102000234
630026218,120401020105,120401020105,FALSE,FALSE,1374572,12040102000202,1374572,12040102000201
630008412,120401020201,120401020213,FALSE,FALSE,1347715,12040102000032,1347715,12040102000256
630029942,120401020202,120401020202,FALSE,FALSE,1331432,12040102000186,1331432,12040102000025
630018703,120401020203,120401020204,FALSE,FALSE,1349422,12040102000023,1349422,12040102000017
630021551,120401020206,120401020208,FALSE,FALSE,1338321,12040102000015,1341622,12040102000010
630045084,120401020210,120401020210,FALSE,FALSE,1350181,12040102000033,1350181,12040102000033
630013220,120401020211,120401020211,FALSE,FALSE,1343525,12040102000070,1343525,12040102000067
630010548,120401030101,120401030110,FALSE,FALSE,1383055,12040103000220, ,12040103007555
630035595,120401030103,120401030103,FALSE,FALSE,1347690,12040103000204,1347690,12040103000203
630014680,120401030106,120401030109,FALSE,FALSE,1383148,12040103000093,1383148,12040103000083
630026182,120401030108,120401030108,FALSE,FALSE,1383113,12040103000196,1383113,12040103000119
630017633,120401030201,120401030203,FALSE,FALSE,1376393,12040103000372,1376393,12040103000005
630013244,120401030204,120401030205,FALSE,FALSE,1340715,12040103000350, ,12040103007557
630018690,120401030301,120401030301,FALSE,FALSE,1381489,12040103000136,1381489,12040103000128
630007617,120401030305,120401030402,FALSE,FALSE,1383087,12040103000362, ,12040101011505
630012152,120401040702,120401040702,FALSE,FALSE,1372946,12040104000015,1372946,12040104000012
630030285,120401040102,120401040102,FALSE,FALSE,1332063,12040104000727,1332063,12040104000727
630017737,120401040201,120401040201,FALSE,FALSE,1374467,12040104000709,1374467,12040104000062
630016819,120401040202,120401040202,FALSE,FALSE,1372437,12040104000854,1372437,12040104000061
630015346,120401040203,120401040203,FALSE,FALSE,1376221,12040104000070,1376221,12040104000893
630012505,120401040301,120401040304,FALSE,FALSE,1376767,12040104000049,1376767,12040104000040
630066060,120401040403,120401040403,FALSE,FALSE, ,12040104000679, ,12040104000679
630010356,120401040401,120401040401,FALSE,FALSE,1331209,12040104000086,1331209,12040104000083
630011823,120401040501,120401040502,FALSE,FALSE,1347160,12040104000675,1347160,12040104000665
630009710,120401040601,120401040606,FALSE,FALSE,1373919,12040104000753,1373919,12040104000020
630030298,120401040602,120401040602,FALSE,FALSE,1366334,12040104000896, ,12040104000895
630014193,120401040604,120401040604,FALSE,FALSE,1373983,12040104000897,1373983,12040104000107
630016813,120401040701,120401040701,FALSE,FALSE,1374181,12040104000739,1374181,12040104000111
590063415,101301060608,101301060608,FALSE,FALSE, ,10130106013966, ,10130106013979
800038545,160300061204,160300061204,FALSE,FALSE,1433524,16030006001606, ,16030006001603
800016245,160300060308,160300060308,FALSE,FALSE, ,16030006001957,1429217,16030006001805
800032811,160300060310,160300060310,FALSE,FALSE,1425942,16030006001390,1425942,16030006001387
800019750,160300060404,160300060404,FALSE,FALSE,1455909,16030006001401,1455909,16030006001396
800019749,160300060402,160300060402,FALSE,FALSE, ,16030006001928,1444699,16030006002069
800015375,160300061305,160300061305,FALSE,FALSE,1446007,16030006001578,1448653,16030006001571
800028670,160300060401,160300060401,FALSE,FALSE,1430606,16030006001972,1430606,16030006001911
800032796,160300060401,160300060401,FALSE,FALSE,1441519,16030006001910,1441519,16030006001969
800023303,160300060403,160300060403,FALSE,FALSE,1440716,16030006001926,1440716,16030006001990
800009590,160300060304,160300060806,FALSE,FALSE,1444732,16030006001334, ,16030006001440
800019734,160300060305,160300060305,FALSE,FALSE,1444970,16030006001983,1444970,16030006000163
800019752,160300060501,160300060501,FALSE,FALSE, ,16030006001437, ,16030006001427
800007921,160300060502,160300060504,FALSE,FALSE,1429053,16030006001426,1429053,16030006001420
800025637,160300061102,160300061102,FALSE,FALSE, ,16030006001480, ,16030006001469
800008117,160300061301,160300061408,FALSE,FALSE,1445546,16030006000020,1445546,16030006000001
800012757,160300061302,160300061302,FALSE,FALSE, ,16030006001533,1429780,16030006000144
800013318,160300061304,160300061304,FALSE,FALSE,1446008,16030006000172,1446008,16030006000166
800013936,160300060107,160300060107,FALSE,FALSE,1447401,16030006001667,1447401,16030006001658
800006427,160300060102,160300060110,FALSE,FALSE, ,16030006001196, ,16030006000085
800064853,160300060107,160300060107,FALSE,FALSE, ,16030006001158, ,16030006001158
800028700,160300060101,160300060101,FALSE,FALSE, ,16030006001230, ,16030006001222
